,LavatoryID,Description,City,Street,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,address,timings,opening_hour,closing_hour,opening_hours
314,Wall_5345,Toilette Quellweg,Berlin,"Jugendplatz , Jugendweg (0-24 Uhr)",13629,Deutschland,"13,2698888888889","52,5378472222222",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Jugendplatz , Jugendweg ",0-24,0,24,0:00-24:00
315,Wall_5346,Toilette Obstallee,Berlin,Magistratsweg 8a (0-24 Uhr),13593,Deutschland,"13,1631666666667","52,52125",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Magistratsweg 8a ,0-24,0,24,0:00-24:00
316,Wall_5347,Toilette Breite Str.,Berlin,Mönchstr. 8 (0-24 Uhr),13597,Deutschland,"13,2054861111111","52,5376388888889",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Mönchstr. 8 ,0-24,0,24,0:00-24:00
317,Wall_5348,Toilette Breite Str.,Berlin,"Spandauer Markt , Markt 5 (7-22 Uhr)",13597,Deutschland,"13,2050277777778","52,5368611111111",Yes,Yes,"0,20",No,No,No,No/Unknown,WC-Center,No,"Spandauer Markt , Markt 5 ",7-22,7,22,7:00-22:00
318,Wall_5349,Toilette Holbeinstr. (Ludwig-Beck-Platz),Berlin,Moltkestr. (0-24 Uhr),12203,Deutschland,"13,3120833333333","52,4426666666667",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Moltkestr. ,0-24,0,24,0:00-24:00
319,Wall_5350,Toilette Oswald-Schumann-Platz (Tiergarten),Berlin,Altonaer Str. (0-24 Uhr),10557,Deutschland,"13,3452222222222","52,5155555555556",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Altonaer Str. ,0-24,0,24,0:00-24:00
320,Wall_5351,Toilette Großer Stern,Berlin,"Großer Stern (Haus C) , Str. des 17. Juni (7-22 Uhr)",10785,Deutschland,"13,3484166666667","52,5142361111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Großer Stern ,7-22,7,22,7:00-22:00
321,Wall_5353,Toilette Konstanzer Str.,Berlin,"Preußenpark , Brandenburgische Str. (7-22 Uhr)",10707,Deutschland,"13,310916","52,493104",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Preußenpark , Brandenburgische Str. ",7-22,7,22,7:00-22:00
322,Wall_5354,Toilette Livländische Str.,Berlin,"Volkspark Wilmersdorf , Am Volkspark (7-22 Uhr)",10715,Deutschland,"13,326417","52,48288",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Volkspark Wilmersdorf , Am Volkspark ",7-22,7,22,7:00-22:00
323,Wall_5355,Toilette Anlegestelle Wannsee (hi. Kronprinzessinenweg),Berlin,"Wannsee , Rönnebypromenade (07-22 Uhr)",14109,Deutschland,"13,1762222222222","52,4214722222222",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Wannsee , Rönnebypromenade ",07-22,07,22,07:00-22:00
324,Wall_5356,Toilette Arndtstr.,Berlin,Chamissoplatz 1 (0-24 Uhr),10965,Deutschland,"13,3909027777778","52,4885277777778",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Chamissoplatz 1 ,0-24,0,24,0:00-24:00
325,Wall_5358,Toilette Karl-Marx-Str.,Berlin,Kirchhofstr. (0-24 Uhr),12051,Deutschland,"13,4413888888889","52,4715555555556",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Kirchhofstr. ,0-24,0,24,0:00-24:00
326,Wall_5359,Toilette Fellbacher Str.,Berlin,"Fellbacher Platz , Heinsestr. (0-24 Uhr)",13467,Deutschland,"13,3076111111111","52,6161388888889",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,"Fellbacher Platz , Heinsestr. ",0-24,0,24,0:00-24:00
327,Wall_5360,Toilette Schloßstr.,Berlin,Berliner Str. 105-106 (0-24 Uhr),13507,Deutschland,"13,283026","52,590697",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Berliner Str. 105-106 ,0-24,0,24,0:00-24:00
328,Wall_5361,Toilette Mariendorfer Damm,Berlin,Friedenstr. (0-24 Uhr),12107,Deutschland,"13,386907","52,438695",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Friedenstr. ,0-24,0,24,0:00-24:00
329,Wall_5362,Toilette Havelberger Str.,Berlin,"Stephanplatz , Stephanstr. (0-24 Uhr)",10559,Deutschland,"13,3470138888889","52,5335277777778",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,"Stephanplatz , Stephanstr. ",0-24,0,24,0:00-24:00
330,Wall_5363,Toilette Oldenburger Str.,Berlin,"Unionplatz , Siemensstr. (0-24 Uhr)",10551,Deutschland,"13,3367777777778","52,5332222222222",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,"Unionplatz , Siemensstr. ",0-24,0,24,0:00-24:00
331,Wall_5364,Toilette Kiautschoustr.,Berlin,"Pekinger Platz , Nordufer (0-24 Uhr)",13353,Deutschland,"13,35325","52,5399027777778",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,"Pekinger Platz , Nordufer ",0-24,0,24,0:00-24:00
332,Wall_5365,Toilette Scholzplatz stew. (ex. Scholzplatz),Berlin,Heerstr. (0-24 Uhr),14055,Deutschland,"13,2276388888889","52,5065",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Heerstr. ,0-24,0,24,0:00-24:00
333,Wall_5366,Toilette Wilmersdorfer Str. staw. (Parkplatz),Berlin,Schillerstr. (0-24 Uhr),10625,Deutschland,"13,3067361111111","52,5101666666667",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Schillerstr. ,0-24,0,24,0:00-24:00
334,Wall_5367,Toilette Haus Nr. 63-65 (Badestelle Saatwinkel) (ex. Saatwinkel),Berlin,Im Saatwinkel (0-24 Uhr),13599,Deutschland,"13,2465277777778","52,5616666666667",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Im Saatwinkel ,0-24,0,24,0:00-24:00
335,Wall_5368,Toilette verlängerte Sterkrader Str.,Berlin,"Flughafensee Tegel , Schwarzer Weg (0-24 Uhr)",13507,Deutschland,"13,2855277777778","52,5707777777778",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Flughafensee Tegel , Schwarzer Weg ",0-24,0,24,0:00-24:00
336,Wall_5369,Toilette Zufahrt Insel Scharfenberg/Freibad Tegeler See (ex. Strandbad Tegel),Berlin,Schwarzer Weg (0-24 Uhr),13505,Deutschland,"13,2432222222222","52,576",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Schwarzer Weg ,0-24,0,24,0:00-24:00
337,Wall_5370,Toilette Revierförsterei Tegelsee/Parkplatz (ex. Revierförsterei Tegel Schwarzer Weg),Berlin,Schwarzer Weg 71 (0-24 Uhr),13505,Deutschland,"13,2538055555556","52,5853888888889",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Schwarzer Weg 71 ,0-24,0,24,0:00-24:00
338,Wall_5371,Toilette Uferweg (Große Badewiese) (ex. Große Badewiese/Waldschluchtpfad),Berlin,verlängerter Waldschluchtpfad (0-24 Uhr),14089,Deutschland,"13,1815555555556","52,4698333333333",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,verlängerter Waldschluchtpfad ,0-24,0,24,0:00-24:00
339,Wall_5373,Toilette Haus Nr. 15 (ex. Groß Glienicker See/Badewiese),Berlin,"Groß Glienicker See , Uferpromenade (0-24 Uhr)",14089,Deutschland,"13,119","52,4711944444445",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Groß Glienicker See , Uferpromenade ",0-24,0,24,0:00-24:00
340,Wall_5374,Toilette Im Dohl (Groß Glienicker See/DLRG-Wasserrettungsstation) (ex. Groß Glienicker See/Pferdek.),Berlin,"Groß Glienicker See , verlängerte Uferpromenade (0-24 Uhr)",14089,Deutschland,"13,1154583333333","52,46125",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Groß Glienicker See , verlängerte Uferpromenade ",0-24,0,24,0:00-24:00
341,Wall_5376,Toilette Bürgerablage (Badestelle),Berlin,"Bürgerablage , Niederneuendorfer Allee 80 (0-24 Uhr)",13587,Deutschland,"13,2100833333333","52,5852222222222",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Bürgerablage , Niederneuendorfer Allee 80 ",0-24,0,24,0:00-24:00
342,Wall_5377,Toilette Uferpromenade (ex. Aalemannkanal),Berlin,Rustweg (0-24 Uhr),13587,Deutschland,"13,2191666666667","52,5753888888889",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Rustweg ,0-24,0,24,0:00-24:00
343,Wall_5378,Toilette Tiergarten-Unterschleuse (ex. Tiergarten Schleuse),Berlin,"Großer Tiergarten , Tiergartenufer (0-24 Uhr)",10787,Deutschland,"13,3367222222222","52,5126111111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Großer Tiergarten , Tiergartenufer ",0-24,0,24,0:00-24:00
344,Wall_5379,Toilette Spreeweg (Tiergarten Spielplatz) (ex. Tiergarten Spielplatz),Berlin,"Großer Tiergarten , Bellevueallee (0-24 Uhr)",10557,Deutschland,"13,3566388888889","52,5163333333333",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Großer Tiergarten , Bellevueallee ",0-24,0,24,0:00-24:00
345,Wall_5381,Toilette Transvaalstr. (Plötzensee/Volkspark Rehberge) (ex. Dohnagestell / Plötzensee),Berlin,Dohnagestell (0-24 Uhr),13351,Deutschland,"13,3299722222222","52,5467222222222",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Dohnagestell ,0-24,0,24,0:00-24:00
346,Wall_5382,Toilette Hüttenweg/AVUS A115,Berlin,Kronprinzessinnenweg (0-24 Uhr),14193,Deutschland,"13,23525","52,4689722222222",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Kronprinzessinnenweg ,0-24,0,24,0:00-24:00
347,Wall_5383,Toilette (Wanderwegekreuzung mit Umgehungschaussee) (ex.Grunewaldsee Ost),Berlin,Grunewaldsee-Ostufer (0-24 Uhr),14193,Deutschland,"13,2661111111111","52,4718055555556",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Grunewaldsee-Ostufer ,0-24,0,24,0:00-24:00
348,Wall_5384,Toilette Parkplatz Lieper Bucht (ex. Lieper Bucht/Parkplatz Havelchaussee),Berlin,Havelchaussee (0-24 Uhr),14193,Deutschland,"13,1981666666667","52,4695",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Havelchaussee ,0-24,0,24,0:00-24:00
349,Wall_5385,Toilette Friedenthalpark (Badewiese Halensee) (ex. Halensee/Badewiese),Berlin,"Halensee , Halenseestr. (0-24 Uhr)",14193,Deutschland,"13,2833333333333","52,4956111111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Halensee , Halenseestr. ",0-24,0,24,0:00-24:00
350,Wall_5386,Toilette Neuer Schildhornweg (Badewiese Teufelssee) (ex. Teufelssee),Berlin,"Teufelssee , Schildhornweg (0-24 Uhr)",14193,Deutschland,"13,2346944444444","52,4895277777778",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Teufelssee , Schildhornweg ",0-24,0,24,0:00-24:00
351,Wall_5387,Toilette Parkplatz Große Steinlake,Berlin,Havelchaussee (0-24 Uhr),14109,Deutschland,"13,1898888888889","52,4545833333333",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Havelchaussee ,0-24,0,24,0:00-24:00
352,Wall_5388,Toilette Wasserrettungsstation Heckeshorn/Großer Wannsee,Berlin,"Heckeshorn , Uferweg (0-24 Uhr)",14109,Deutschland,"13,1650555555556","52,4348055555555",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Heckeshorn , Uferweg ",0-24,0,24,0:00-24:00
353,Wall_5389,Toilette Pfaueninselchaussee (Wasserrettungsstation Jagen 97),Berlin,Uferpromenade (0-24 Uhr),14109,Deutschland,"13,1294166666667","52,4293888888889",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Uferpromenade ,0-24,0,24,0:00-24:00
354,Wall_5390,Toilette Heuweg (Wasserrettungsstation Alter Hof/Jagen 95),Berlin,Uferpromenade (0-24 Uhr),14109,Deutschland,"13,1432222222222","52,4324166666667",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Uferpromenade ,0-24,0,24,0:00-24:00
355,Wall_5391,Toilette Parkplatz Südufer Krumme Lanke,Berlin,"Krumme Lanke , Fischerhüttenweg (0-24 Uhr)",14193,Deutschland,"13,2288333333333","52,44775",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Krumme Lanke , Fischerhüttenweg ",0-24,0,24,0:00-24:00
356,Wall_5392,Toilette Paul-Ernst-Park (Schlachtensee),Berlin,"Schlachtensee , Am Schlachtensee (0-24 Uhr)",14129,Deutschland,"13,2154722222222","52,4407777777778",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Schlachtensee , Am Schlachtensee ",0-24,0,24,0:00-24:00
357,Wall_5393,Toilette Schönhauser Allee,Berlin,"Senefelderplatz , Metzer Str. (0-24 Uhr)",10119,Deutschland,"13,4128888888889","52,5324444444444",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,"Senefelderplatz , Metzer Str. ",0-24,0,24,0:00-24:00
358,Wall_5394,Toilette Haus Nr. 59 (Badestelle/Rettungsstelle Havel) (ex. Heiligensee/Badewiese),Berlin,Sandhauser Str. (0-24 Uhr),13503,Deutschland,"13,2215555555556","52,5943611111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Sandhauser Str. ,0-24,0,24,0:00-24:00
359,Wall_54774,Toilette Dr.-Kleusberg-Promenade,Berlin,Scharfe Lanke ggü. 133 B (0-24 Uhr),13589,Deutschland,"13,18521","52,50165",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Scharfe Lanke ggü. 133 B ,0-24,0,24,0:00-24:00
360,Fremd_1,Toilette Am Denkmal für die ermordeten Juden Europas (Hannah-Arendt-Straße | Ecke Cora-Berliner-Straße) ,Berlin,Am Denkmal für die ermordeten Juden Europas (Hannah-Arendt-Straße | Ecke Cora-Berliner-Straße) ,10117,Deutschland,"13,38045","52,51376",No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Am Denkmal für die ermordeten Juden Europas ,,,,
361,Fremd_10,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,10965,Deutschland,"13,40874","52,4793",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Tempelhofer Feld,,,,
362,Fremd_116,Toilette Friedhof Heerstraße (an der Friedhofskapelle),Berlin,Friedhof Heerstraße (an der Friedhofskapelle),14053,Deutschland,"13,2490780297724","52,5148825012018",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Heerstraße ,,,,
363,Fremd_117,Toilette Friedhof Ruhleben (altes Verwaltungsgebäude),Berlin,Friedhof Ruhleben (altes Verwaltungsgebäude),13597,Deutschland,"13,23108","52,525284",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Ruhleben ,,,,
364,Fremd_118,Toilette Friedhof Heerstraße (Eingangsbereich Insterburgallee),Berlin,Friedhof Heerstraße (Eingangsbereich Insterburgallee),14053 ,Deutschland,"13,253641","52,512298",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Heerstraße ,,,,
365,Fremd_119,Toilette Friedhof Grunewald,Berlin,Friedhof Grunewald,10711,Deutschland,"13,285584","52,49824",No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Grunewald,,,,
366,Fremd_12,Toilette Wannsee (Sommerbetrieb),Berlin,Wannsee (Sommerbetrieb),14129,Deutschland,"13,17935","52,43684",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Wannsee ,,,,
367,Fremd_120,Toilette Friedhof Schmargendorf,Berlin,Friedhof Schmargendorf,14199 ,Deutschland,"13,292135","52,473386",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Schmargendorf,,,,
368,Fremd_121,Toilette Friedhof Wilmersdorf,Berlin,Friedhof Wilmersdorf,10713 ,Deutschland,"13,310068","52,487212",No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Wilmersdorf,,,,
369,Fremd_122,Toilette Fennpfuhlpark,Berlin,Fennpfuhlpark,10369 ,Deutschland,"13,4770118599248","52,5294911931032",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Fennpfuhlpark,,,,
370,Fremd_123,Toilette Rummelsburger Bucht,Berlin,Rummelsburger Bucht,10317 ,Deutschland,"13,4810596008142","52,4955882745094",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Rummelsburger Bucht,,,,
371,Fremd_124,Toilette Landschaftspark Herzberge,Berlin,Landschaftspark Herzberge,10315,Deutschland,"13,5082753870296","52,5217602324643",No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Landschaftspark Herzberge,,,,
372,Fremd_125,Toilette Kienbergpark,Berlin,Kienbergpark,12683 ,Deutschland,"13,5894403548536","52,5306179217177",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Kienbergpark,,,,
373,Fremd_126,Toilette Rotes Rathaus,Berlin,Rotes Rathaus,10178 ,Deutschland,"13,40631","52,51849",No,No,"0,50",Yes,No,No,Yes,Toilette nicht von Wall,No,Rotes Rathaus,,,,
374,Fremd_127,Toilette Kleiner Tiergarten | Stromstraße,Berlin,Kleiner Tiergarten | Stromstraße,10551 ,Deutschland,"13,34312","52,52585",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Kleiner Tiergarten | Stromstraße,,,,
375,Fremd_128,"Toilette Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell",Berlin,"Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell",13351 ,Deutschland,"13,33705","52,55272",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,"Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell",,,,
376,Fremd_129,Toilette Hasenheide - Hasenschänke,Berlin,Hasenheide - Hasenschänke,10965 ,Deutschland,"13,4165756212721","52,4825703835906",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Hasenheide - Hasenschänke,,,,
377,Fremd_13,Toilette Leopoldplatz (Schulstraße | Turiner Straße),Berlin,Leopoldplatz (Schulstraße | Turiner Straße),13347,Deutschland,"13,36125","52,54789",No,Yes,"0,10",Yes,No,No,No/Unknown,Toilette nicht von Wall,No,Leopoldplatz ,,,,
378,Fremd_130,Toilette Friedhof Lilienthalstraße - Lilienthalstraße 7,Berlin,Friedhof Lilienthalstraße - Lilienthalstraße 7,10965 ,Deutschland,"13,4083137021765","52,486669230614",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Lilienthalstraße - Lilienthalstraße 7,,,,
379,Fremd_131,Toilette Friedhof Columbiadamm - Columbiadamm 122,Berlin,Friedhof Columbiadamm - Columbiadamm 122,10965 ,Deutschland,"13,4084580865748","52,4803627550213",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Columbiadamm - Columbiadamm 122,,,,
380,Fremd_132,Toilette Friedhof Urnenhain - Leonberger Ring 54,Berlin,Friedhof Urnenhain - Leonberger Ring 54,12349 ,Deutschland,"13,4264469843277","52,4281344434783",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Urnenhain - Leonberger Ring 54,,,,
381,Fremd_133,Toilette Friedhof Alt-Buckow - Alt-Buckow 39B,Berlin,Friedhof Alt-Buckow - Alt-Buckow 39B,12349 ,Deutschland,"13,4305749941639","52,4214775765321",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Alt-Buckow - Alt-Buckow 39B,,,,
382,Fremd_134,Toilette Friedhof Koppelweg - Koppelweg 10,Berlin,Friedhof Koppelweg - Koppelweg 10,12347 ,Deutschland,"13,4318942232256","52,4450703061898",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Koppelweg - Koppelweg 10,,,,
383,Fremd_135,Toilette Parkfriedhof Neukölln - Buckower Damm 148,Berlin,Parkfriedhof Neukölln - Buckower Damm 148,12349 ,Deutschland,"13,4325483478993","52,4311522292827",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Parkfriedhof Neukölln - Buckower Damm 148,,,,
384,Fremd_136,Toilette Friedhof Buschkrugallee - Buschkrugallee 38,Berlin,Friedhof Buschkrugallee - Buschkrugallee 38,12347,Deutschland,"13,4462947014778","52,460396974104",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Buschkrugallee - Buschkrugallee 38,,,,
385,Fremd_137,Toilette Café im Park am Buschkrug,Berlin,Café im Park am Buschkrug,12359 ,Deutschland,"13,4511717779569","52,4538987930298",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Café im Park am Buschkrug,,,,
386,Fremd_138,Toilette Friedhof Rudow - Köpenicker Straße 131,Berlin,Friedhof Rudow - Köpenicker Straße 131,12355 ,Deutschland,"13,5039574900312","52,4209827871531",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Rudow - Köpenicker Straße 131,,,,
387,Fremd_139,Toilette Kiosk im Nordpark,Berlin,Kiosk im Nordpark,12355 ,Deutschland,"13,5062657600599","52,4052645026022",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Kiosk im Nordpark,,,,
388,Fremd_140,Toilette Mauerpark(Erweiterung),Berlin,Mauerpark(Erweiterung),13355 ,Deutschland,"13,4011410356316","52,5440106203007",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Mauerpark,,,,
389,Fremd_141,Toilette Flughafensee Tegel (Bernauer/Sterkraderstr.),Berlin,Flughafensee Tegel (Bernauer/Sterkraderstr.),13507 ,Deutschland,"13,28361","52,56961",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Flughafensee Tegel ,,,,
390,Fremd_142,Toilette Franz-Neumann-Platz,Berlin,Franz-Neumann-Platz,13409 ,Deutschland,"13,3649827687079","52,563092080077",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Franz-Neumann-Platz,,,,
391,Fremd_143,Toilette Familienfarm Lübars,Berlin,Familienfarm Lübars,13469,Deutschland,"13,3675406354712","52,60806631731",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Familienfarm Lübars,,,,
392,Fremd_144,Toilette Am Kiesteich 50 (Parkplatz Gr. Spektesee),Berlin,Am Kiesteich 50 (Parkplatz Gr. Spektesee),13589,Deutschland,"13,1648593254089","52,5488398803196",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Am Kiesteich 50 ,,,,
393,Fremd_145,Toilette Landhausgarten Fraenkel,Berlin,Landhausgarten Fraenkel,14089,Deutschland,"13,3607667983602","52,4292302962647",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Landhausgarten Fraenkel,,,,
394,Fremd_146,Toilette Landschaftsfriedhof Gatow,Berlin,Landschaftsfriedhof Gatow,14089,Deutschland,"13,1547684974975","52,4970888408983",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Landschaftsfriedhof Gatow,,,,
395,Fremd_147,Toilette Friedhof in den Kisseln,Berlin,Friedhof in den Kisseln,13589,Deutschland,"13,1745397596487","52,5591910847752",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof in den Kisseln,,,,
396,Fremd_148,Toilette Friedhof in den Kisseln,Berlin,Friedhof in den Kisseln,13589,Deutschland,"13,1772427123062","52,5556295745794",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof in den Kisseln,,,,
397,Fremd_149,Toilette Friedhof in den Kisseln,Berlin,Friedhof in den Kisseln,13589,Deutschland,"13,1880450308507","52,5564239244338",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof in den Kisseln,,,,
398,Fremd_15,Toilette Volkspark Friedrichshain | Neuer Hain,Berlin,Volkspark Friedrichshain | Neuer Hain,10249,Deutschland,"13,43486","52,52773",No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Volkspark Friedrichshain | Neuer Hain,,,,
399,Fremd_150,Toilette Friedhof Staaken,Berlin,Friedhof Staaken,13591,Deutschland,"13,1327099066647","52,5252770045916",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Friedhof Staaken,,,,
400,Fremd_151,Toilette Pfaueninselchaussee Rettungsstation Jagen 97,Berlin,Pfaueninselchaussee Rettungsstation Jagen 97,14109,Deutschland,"13,21491","52,44044",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Pfaueninselchaussee Rettungsstation Jagen 97,,,,
401,Fremd_152,Toilette Südende Schlachtensee ggü. Nr. 145,Berlin,Südende Schlachtensee ggü. Nr. 145,14129,Deutschland,"13,25644","52,43837",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Südende Schlachtensee ggü. Nr. 145,,,,
402,Fremd_153,"Toilette Friedenstr. 8-10, 14109 Berlin",Berlin,"Friedenstr. 8-10, 14109 Berlin",14109,Deutschland,"13,1416478927897","52,4136329302284",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,"Friedenstr. 8-10, 14109 Berlin",,,,
403,Fremd_154,"Toilette Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",Berlin,"Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",14195,Deutschland,"13,2861241807067","52,4588973045787",No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,Königin-Luise-Str. 57 ,,,,
