,LavatoryID,Description,City,Street,opening_hours,street_address,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,ratings,Comments
155,Wall_122572,"Wall CT, Burgstr. (James-Simon-Park)",Berlin,Burgstr. (James-Simon-Park) ggü. 28 (0-24 Uhr),0:00-24:00,Burgstr. ,10178,Deutschland,13.400429357,52.521999592,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
225,Wall_123492,"Wall CT, Görlitzer Park, Zugang",Berlin,"Görlitzer Park, Zugang   (0-24 Uhr)",0:00-24:00,"Görlitzer Park, Zugang   ",10999,Deutschland,13.4321678831011,52.4990992941424,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
374,Fremd_13,Toilette Leopoldplatz (Schulstraße | Turiner Straße),Berlin,Leopoldplatz (Schulstraße | Turiner Straße),,Leopoldplatz ,13347,Deutschland,13.36125,52.54789,No,Yes,"0,10",Yes,No,No,No/Unknown,Toilette nicht von Wall,No,25,
447,RAIL_1,rail & fresh WC Berlin Lichtenberg,Berlin,Weitlingstraße 22 (6-22 Uhr),6:00-22:00,Weitlingstraße 22 ,10317,Deutschland,13.49725602,52.5094091,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,24,
440,SANIFAIR_1,"SANIFAIR, Bahnhof Berlin Gesundbrunnen",Berlin,Badstr. 1-3 (0-24 Uhr),0:00-24:00,Badstr. 1-3 ,13357,Deutschland,13.38873609,52.54891346,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,24,
114,Wall_120753,"Wall CT, U-Bhf. Kienberg, Neue Grottkauer Str.",Berlin,"U-Bhf. Kienberg, Neue Grottkauer Str.   (0-24 Uhr)",0:00-24:00,"U-Bhf. Kienberg, Neue Grottkauer Str.   ",12619,Deutschland,13.591577839657,52.5294186207121,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
240,Wall_123608,"Wall CT, Roederplatz ",Berlin,Roederplatz    (0-24 Uhr),0:00-24:00,Roederplatz    ,10367,Deutschland,13.4805928464488,52.5273350766078,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
113,Wall_120752,"Wall CT, S+U-Bhf. Wuhletal, Altentreptower Str.",Berlin,"S+U-Bhf. Wuhletal, Altentreptower Str.   (0-24 Uhr)",0:00-24:00,"S+U-Bhf. Wuhletal, Altentreptower Str.   ",12621,Deutschland,13.5748868504834,52.5129007399651,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
112,Wall_120751,"Wall CT, Fontanestr.",Berlin,Fontanestr.   (0-24 Uhr),0:00-24:00,Fontanestr.   ,14193,Deutschland,13.263703,52.487504,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
116,Wall_120760,"Wall CT, Hellersdorfer Str.",Berlin,Hellersdorfer Str. 227 (0-24 Uhr),0:00-24:00,Hellersdorfer Str. 227 ,12627,Deutschland,13.6010719319,52.5358189594,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
121,Wall_120941,"Wall CT, Rathaus Spandau, Altstädter Ring",Berlin,"Rathaus Spandau, Altstädter Ring   (0-24 Uhr)",0:00-24:00,"Rathaus Spandau, Altstädter Ring   ",13597,Deutschland,13.2004290600801,52.5354700822998,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
275,Wall_124489,"Wall CT, Meierottostr.",Berlin,Meierottostr. ggü. 8 (0-24 Uhr),0:00-24:00,Meierottostr. ggü. 8 ,10719,Deutschland,13.3299735538891,52.4967472259807,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
109,Wall_120748,"Wall CT, Winterfeldtplatz, Hohenstaufenstr.",Berlin,"Winterfeldtplatz, Hohenstaufenstr. 1 (0-24 Uhr)",0:00-24:00,"Winterfeldtplatz, Hohenstaufenstr. 1 ",10781,Deutschland,13.3536221927,52.4948779984,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
243,Wall_123759,"Wall CT, Gärtnereiring",Berlin,Gärtnereiring ggü. 54 (0-24 Uhr),0:00-24:00,Gärtnereiring ggü. 54 ,13593,Deutschland,13.1464795858559,52.5237523272412,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
197,Wall_123086,"Wall CT, Böhmischer Platz, Böhmische Str.",Berlin,"Böhmischer Platz, Böhmische Str. ggü. 45 (0-24 Uhr)",0:00-24:00,"Böhmischer Platz, Böhmische Str. ggü. 45 ",12055,Deutschland,13.4493724241377,52.4739891831512,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
174,Wall_122611,"Wall CT, Jesse-Owens-Allee",Berlin,Jesse-Owens-Allee vor ggü. 2 (0-24 Uhr),0:00-24:00,Jesse-Owens-Allee vor ggü. 2 ,14053,Deutschland,13.2368291260182,52.5106228525806,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
172,Wall_122609,"Wall CT, Olympischer Platz",Berlin,Olympischer Platz 6 (0-24 Uhr),0:00-24:00,Olympischer Platz 6 ,14053,Deutschland,13.2443537242179,52.5155974505231,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
248,Wall_123817,"Wall CT, Alt-Buckow",Berlin,Alt-Buckow 25 (0-24 Uhr),0:00-24:00,Alt-Buckow 25 ,12349,Deutschland,13.4329282995192,52.4221482664283,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
150,Wall_122527,"Wall CT, Skalitzer Str.",Berlin,Skalitzer Str. ggü. 6 (0-24 Uhr),0:00-24:00,Skalitzer Str. ggü. 6 ,10997,Deutschland,13.4303110155598,52.4999602368727,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
215,Wall_123403,"Wall CT, Waterloo-Ufer",Berlin,Waterloo-Ufer (0-24 Uhr),0:00-24:00,Waterloo-Ufer ,10961,Deutschland,13.3930303824613,52.4973898356451,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
140,Wall_121946,"Wall CT, Schönefelder Chaussee",Berlin,Schönefelder Chaussee 100 (0-24 Uhr),0:00-24:00,Schönefelder Chaussee 100 ,12524,Deutschland,13.5275184661,52.4109872979,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
97,Wall_120511,"Wall CT, Attilaplatz, Attilastr.",Berlin,"Attilaplatz, Attilastr. ggü. 176 (0-24 Uhr)",0:00-24:00,"Attilaplatz, Attilastr. ggü. 176 ",12105,Deutschland,13.3759973597359,52.4559113902088,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
61,Wall_120208,"Wall CT, Osloer Str.",Berlin,Osloer Str. 18 (0-24 Uhr),0:00-24:00,Osloer Str. 18 ,13359,Deutschland,13.3839865758039,52.5560486511468,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
96,Wall_120510,"Wall CT, Boulevard Kastanienallee",Berlin,Boulevard Kastanienallee   (0-24 Uhr),0:00-24:00,Boulevard Kastanienallee   ,12619,Deutschland,13.6033523134046,52.5319120500029,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
15,Wall_119990,"Wall CT, Preußenallee",Berlin,Preußenallee (0-24 Uhr),0:00-24:00,Preußenallee ,14052,Deutschland,13.2601504282416,52.5161478405709,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
69,Wall_120216,"Wall CT, Marzahner Promenade (Fußgängerzone)",Berlin,Marzahner Promenade (Fußgängerzone) 30-33 (0-24 Uhr),30:00-33:00,Marzahner Promenade ,12679,Deutschland,13.549245,52.544367,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
40,Wall_120015,"Wall CT, S-Bhf. Köpenick, Stellingdamm",Berlin,"S-Bhf. Köpenick, Stellingdamm ggü. 1 (0-24 Uhr)",0:00-24:00,"S-Bhf. Köpenick, Stellingdamm ggü. 1 ",12555,Deutschland,13.5802191173496,52.4588468714187,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
38,Wall_120013,"Wall CT, S-Bhf. Grünau, Wassersportallee",Berlin,"S-Bhf. Grünau, Wassersportallee   (0-24 Uhr)",0:00-24:00,"S-Bhf. Grünau, Wassersportallee   ",12527,Deutschland,13.574246,52.413678,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
16,Wall_119991,"Wall CT, Hochmeisterplatz, Westfälische Str.",Berlin,"Hochmeisterplatz, Westfälische Str. ggü. 70 (0-24 Uhr)",0:00-24:00,"Hochmeisterplatz, Westfälische Str. ggü. 70 ",10709,Deutschland,13.299396643694,52.4952979658526,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,23,
17,Wall_119992,"Wall CT, Humboldthain, Gustav-Meyer-Allee",Berlin,"Humboldthain, Gustav-Meyer-Allee   (0-24 Uhr)",0:00-24:00,"Humboldthain, Gustav-Meyer-Allee   ",13355,Deutschland,13.3905134110447,52.5447483688373,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
107,Wall_120746,"Wall CT, Innsbrucker Platz",Berlin,Innsbrucker Platz   (0-24 Uhr),0:00-24:00,Innsbrucker Platz   ,10825,Deutschland,13.3434712846,52.4786755758,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
59,Wall_120206,"Wall CT, Bülowstr.",Berlin,Bülowstr. ggü. 49 (0-24 Uhr),0:00-24:00,Bülowstr. ggü. 49 ,10783,Deutschland,13.3669141154753,52.4938516883151,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
101,Wall_120739,"Wall CT, Antonplatz, Berliner Allee",Berlin,"Antonplatz, Berliner Allee 34 (0-24 Uhr)",0:00-24:00,"Antonplatz, Berliner Allee 34 ",13088,Deutschland,13.4512367147914,52.5481660046952,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
102,Wall_120740,"Wall CT, S-Bhf. Frohnau, Welfenallee",Berlin,"S-Bhf. Frohnau, Welfenallee 1-5 (0-24 Uhr)",0:00-24:00,"S-Bhf. Frohnau, Welfenallee 1-5 ",13465,Deutschland,13.2890079265,52.6319858039,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
72,Wall_120224,"Wall CT, Hohenzollerndamm",Berlin,Hohenzollerndamm   (0-24 Uhr),0:00-24:00,Hohenzollerndamm   ,14199,Deutschland,13.281976346854,52.4769410549611,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
30,Wall_120005,"Wall CT, Richardplatz",Berlin,Richardplatz 17 (0-24 Uhr),0:00-24:00,Richardplatz 17 ,12055,Deutschland,13.4453848820056,52.4740718987721,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
27,Wall_120002,"Wall CT, Hellersdorfer Str.",Berlin,Hellersdorfer Str. 78 (0-24 Uhr),0:00-24:00,Hellersdorfer Str. 78 ,12619,Deutschland,13.5884471023787,52.5208672435587,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
14,Wall_119989,"Wall CT, Pestalozzistr.",Berlin,Pestalozzistr. 77 (0-24 Uhr),0:00-24:00,Pestalozzistr. 77 ,10627,Deutschland,13.306683,52.5078805,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,23,
424,Fremd_176,"Toilette Bürgerzentrum Grünau, Wassersportallee 34, 12527 Berlin",Berlin,"Bürgerzentrum Grünau, Wassersportallee 34, 12527 Berlin",,"Bürgerzentrum Grünau, Wassersportallee 34, 12527 Berlin",12527,Deutschland,13.5782052839105,52.4157503816374,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
183,Wall_122819,"Wall CT, Holzmannstr.",Berlin,Holzmannstr. ggü. 23 (0-24 Uhr),0:00-24:00,Holzmannstr. ggü. 23 ,12099,Deutschland,13.4182252628035,52.4625187173942,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
170,Wall_122590,"Wall CT, Hans-Rosenthal-Platz , Kufsteiner Str.",Berlin,"Hans-Rosenthal-Platz , Kufsteiner Str.   (0-24 Uhr)",0:00-24:00,"Hans-Rosenthal-Platz , Kufsteiner Str.   ",10825,Deutschland,13.33693,52.480497,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
167,Wall_122587,"Wall CT, Mariendorfer Damm",Berlin,Mariendorfer Damm 90 (0-24 Uhr),0:00-24:00,Mariendorfer Damm 90 ,12109,Deutschland,13.3856663883506,52.4443831917401,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
161,Wall_122580,"Wall CT, Ungarnstr.",Berlin,Ungarnstr. ggü. 58 (0-24 Uhr),0:00-24:00,Ungarnstr. ggü. 58 ,13349,Deutschland,13.35593646,52.555437,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
305,Wall_5339,Toilette,Berlin,Alexanderplatz 1 (7-22 Uhr),7:00-22:00,Alexanderplatz 1 ,10178,Deutschland,13.412954,52.521463,Yes,Yes,"0,50",No,No,No,No/Unknown,WC-Center,No,22,
362,Fremd_119,Toilette Friedhof Grunewald,Berlin,Friedhof Grunewald,,Friedhof Grunewald,10711,Deutschland,13.285584,52.49824,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
185,Wall_122821,"Wall CT, Motzstr.",Berlin,Motzstr. ggü. 41 (0-24 Uhr),0:00-24:00,Motzstr. ggü. 41 ,10777,Deutschland,13.345158579948,52.4969068236383,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
81,Wall_120443,Toilette Grünberger Str.,Berlin,"Boxhagener Platz, Gärtnerstr. ggü. 12-13 (0-24 Uhr)",0:00-24:00,"Boxhagener Platz, Gärtnerstr. ggü. 12-13 ",10245,Deutschland,13.4606556296341,52.5106971566647,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,22,
223,Wall_123490,"Wall CT, Waldeckpark, Alte Jakobstr.",Berlin,"Waldeckpark, Alte Jakobstr. ggü. 110 (0-24 Uhr)",0:00-24:00,"Waldeckpark, Alte Jakobstr. ggü. 110 ",10969,Deutschland,13.4026252773467,52.5066660776828,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
313,Wall_5347,Toilette Breite Str.,Berlin,Mönchstr. 8 (0-24 Uhr),0:00-24:00,Mönchstr. 8 ,13597,Deutschland,13.2054861111111,52.5376388888889,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,22,
189,Wall_122943,"Wall CT, Falckensteinstr.",Berlin,Falckensteinstr. hinter 38 (0-24 Uhr),0:00-24:00,Falckensteinstr. hinter 38 ,10997,Deutschland,13.4430254284233,52.4989927697972,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
190,Wall_122974,"Wall CT, Oranienplatz",Berlin,Oranienplatz ggü. 1 (0-24 Uhr),0:00-24:00,Oranienplatz ggü. 1 ,10999,Deutschland,13.4151105784254,52.5025964081577,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
52,Wall_120188,"Wall CT, Gneisenaustr.",Berlin,Gneisenaustr. 39 (0-24 Uhr),0:00-24:00,Gneisenaustr. 39 ,10961,Deutschland,13.398054,52.490534,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
433,Fremd_3,Toilette Park am Gleisdreieck,Berlin,Park am Gleisdreieck,,Park am Gleisdreieck,10963,Deutschland,13.37306,52.49629,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
434,Fremd_4,Toilette Park am Gleisdreieck,Berlin,Park am Gleisdreieck,,Park am Gleisdreieck,10963,Deutschland,13.3769,52.49502,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
218,Wall_123451,Toilette Alt-Stralau (Wendenpark) ,Berlin,"Alt-Stralau, Tunnelstr. ggü. 48-48C (0-24 Uhr)",0:00-24:00,"Alt-Stralau, Tunnelstr. ggü. 48-48C ",10245,Deutschland,13.4784884122379,52.4920379163595,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,22,
217,Wall_123448,"Wall CT, Bhf. Jungfernheide, Lambertstr.",Berlin,"Bhf. Jungfernheide, Lambertstr.   (0-24 Uhr)",0:00-24:00,"Bhf. Jungfernheide, Lambertstr.   ",10589,Deutschland,13.3011954497467,52.5302015810798,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
435,Fremd_5,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,12049,Deutschland,13.41755,52.47681,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
436,Fremd_6,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,12049,Deutschland,13.41766,52.47019,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
207,Wall_123390,"Wall CT, Weichselstr. ",Berlin,Weichselstr.  ggü. 34 (0-24 Uhr),0:00-24:00,Weichselstr.  ggü. 34 ,12045,Deutschland,13.439041275332,52.4888602334729,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
365,Fremd_121,Toilette Friedhof Wilmersdorf,Berlin,Friedhof Wilmersdorf,,Friedhof Wilmersdorf,10713 ,Deutschland,13.310068,52.487212,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
214,Wall_123402,"Wall CT, Paul-Lincke-Ufer",Berlin,Paul-Lincke-Ufer ggü. 16 (0-24 Uhr),0:00-24:00,Paul-Lincke-Ufer ggü. 16 ,10999,Deutschland,13.4318183693879,52.4928459919693,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
283,Wall_124686,"Wall CT, Alt-Köpenick",Berlin,Alt-Köpenick vor 32 (0-24 Uhr),0:00-24:00,Alt-Köpenick vor 32 ,12555,Deutschland,13.5738106656173,52.4453261764499,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
128,Wall_121090,"Wall CT, Schönhauser Allee",Berlin,Schönhauser Allee hinter 137 (0-24 Uhr),0:00-24:00,Schönhauser Allee hinter 137 ,10437,Deutschland,13.411940574646,52.5430526733398,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
93,Wall_120496,"Wall CT, Landsberger Allee",Berlin,Landsberger Allee   (0-24 Uhr),0:00-24:00,Landsberger Allee   ,10369,Deutschland,13.4706950203,52.5310082107,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
136,Wall_121169,"Wall CT, Sonnenallee",Berlin,Sonnenallee 262 (0-24 Uhr),0:00-24:00,Sonnenallee 262 ,12057,Deutschland,13.4643174809262,52.4703125033872,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
8,Wall_118286,"Wall CT, Simplonstr.",Berlin,Simplonstr.   (0-24 Uhr),0:00-24:00,Simplonstr.   ,10245,Deutschland,13.4655841638968,52.5045811099071,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
7,Wall_118285,"Wall CT, Weberwiese, Marchlewskistr.",Berlin,"Weberwiese, Marchlewskistr. ggü. 16 (0-24 Uhr)",0:00-24:00,"Weberwiese, Marchlewskistr. ggü. 16 ",10243,Deutschland,13.4427793052511,52.5160934953208,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
254,Wall_123922,"Wall CT, Warnitzer Str.",Berlin,Warnitzer Str. 6 (0-24 Uhr),0:00-24:00,Warnitzer Str. 6 ,13057,Deutschland,13.5200846668422,52.5662451876929,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
3,Wall_116738,"Wall CT, Hubertusdamm",Berlin,Hubertusdamm ggü. 7 (0-24 Uhr),0:00-24:00,Hubertusdamm ggü. 7 ,13125,Deutschland,13.4711982596938,52.615670613826,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
118,Wall_120762,"Wall CT, Elsterwerdaer Platz",Berlin,Elsterwerdaer Platz 1-3 (0-24 Uhr),0:00-24:00,Elsterwerdaer Platz 1-3 ,12683,Deutschland,13.5609083175659,52.5059394836426,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
405,Fremd_159,Toilette BDG Manteuffelstraße 63 12103 Berlin,Berlin,BDG Manteuffelstraße 63 12103 Berlin,,BDG Manteuffelstraße 63 12103 Berlin,12103,Deutschland,13.3782413386677,52.4639879814489,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
258,Wall_123973,"Wall CT, An der Wuhle",Berlin,An der Wuhle ggü. 56 (0-24 Uhr),0:00-24:00,An der Wuhle ggü. 56 ,12621,Deutschland,13.5667049289231,52.4868815190053,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
395,Fremd_15,Toilette Volkspark Friedrichshain | Neuer Hain,Berlin,Volkspark Friedrichshain | Neuer Hain,,Volkspark Friedrichshain | Neuer Hain,10249,Deutschland,13.43486,52.52773,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
268,Wall_124364,"Wall CT, Sellerpark, Sellerstr.",Berlin,"Sellerpark, Sellerstr.   (0-24 Uhr)",0:00-24:00,"Sellerpark, Sellerstr.   ",13353,Deutschland,13.365743504824,52.5371567693436,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,22,
407,Fremd_160,Toilette BDG Rathausstraße 27 / Kaiserstraße 10105 Berlin,Berlin,BDG Rathausstraße 27 / Kaiserstraße 10105 Berlin,,BDG Rathausstraße 27 / Kaiserstraße 10105 Berlin,10105,Deutschland,13.3791709146893,52.4458917399195,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,22,
144,Wall_122375,"Wall CT, Fulhamer Allee",Berlin,Fulhamer Allee ggü. 34 (0-24 Uhr),0:00-24:00,Fulhamer Allee ggü. 34 ,12353,Deutschland,13.4402238234256,52.4477105502961,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,22,
431,Fremd_19,Toilette Kleiner Tiergarten | Stromstraße,Berlin,Kleiner Tiergarten | Stromstraße,,Kleiner Tiergarten | Stromstraße,10551,Deutschland,13.34312,52.52585,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
343,Wall_5382,Toilette Hüttenweg/AVUS A115,Berlin,Kronprinzessinnenweg (0-24 Uhr),0:00-24:00,Kronprinzessinnenweg ,14193,Deutschland,13.23525,52.4689722222222,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
396,Fremd_150,Toilette Friedhof Staaken,Berlin,Friedhof Staaken,,Friedhof Staaken,13591,Deutschland,13.1327099066647,52.5252770045916,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
220,Wall_123453,Toilette Zugang Wiener Str./Ratiborstr.,Berlin,Görlitzer Park   (0-24 Uhr),0:00-24:00,Görlitzer Park   ,10999,Deutschland,13.4415032415752,52.4952007682188,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
448,RAIL_2,rail & fresh WC Berlin Wannsee,Berlin,Kronprinzessinnenweg 250 (0-24 Uhr),0:00-24:00,Kronprinzessinnenweg 250 ,14109,Deutschland,13.17929633,52.42158572,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,20,
377,Fremd_132,Toilette Friedhof Urnenhain - Leonberger Ring 54,Berlin,Friedhof Urnenhain - Leonberger Ring 54,,Friedhof Urnenhain - Leonberger Ring 54,12349 ,Deutschland,13.4264469843277,52.4281344434783,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
373,Fremd_129,Toilette Hasenheide - Hasenschänke,Berlin,Hasenheide - Hasenschänke,,Hasenheide - Hasenschänke,10965 ,Deutschland,13.4165756212721,52.4825703835906,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
308,Wall_5342,Toilette Sonnenallee,Berlin,Elbestr. 39 (7-22 Uhr),7:00-22:00,Elbestr. 39 ,12045,Deutschland,13.438239,52.482874,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
398,Fremd_152,Toilette Südende Schlachtensee ggü. Nr. 145,Berlin,Südende Schlachtensee ggü. Nr. 145,,Südende Schlachtensee ggü. Nr. 145,14129,Deutschland,13.25644,52.43837,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
347,Wall_5386,Toilette Neuer Schildhornweg (Badewiese Teufelssee) (ex. Teufelssee),Berlin,"Teufelssee , Schildhornweg (0-24 Uhr)",0:00-24:00,"Teufelssee , Schildhornweg ",14193,Deutschland,13.2346944444444,52.4895277777778,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
432,Fremd_2,Toilette Ehemaliger Garnisonfriedhof | Müllerstraße ,Berlin,Ehemaliger Garnisonfriedhof | Müllerstraße ,,Ehemaliger Garnisonfriedhof | Müllerstraße ,13347,Deutschland,13.35924,52.54892,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
302,Wall_5335,Toilette Reichsstr.,Berlin,Theodor-Heuss-Platz ggü. 4-6 (7-22 Uhr),7:00-22:00,Theodor-Heuss-Platz ggü. 4-6 ,14052,Deutschland,13.272577,52.509679,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
446,SANIFAIR_7,"SANIFAIR, Bahnhof Berlin Ostkreuz",Berlin,Sonntagstr. 37 (6-23 Uhr),6:00-23:00,Sonntagstr. 37 ,10245,Deutschland,13.467933,52.50397264,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,20,
339,Wall_5377,Toilette Uferpromenade (ex. Aalemannkanal),Berlin,Rustweg (0-24 Uhr),0:00-24:00,Rustweg ,13587,Deutschland,13.2191666666667,52.5753888888889,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
451,RAIL_5,"rail & fresh WC Berlin Südkreuz West
",Berlin,Hildegard-Knef-Platz (0-24 Uhr),0:00-24:00,Hildegard-Knef-Platz ,10829,Deutschland,13.3641735,52.47643492,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,20,
