,LavatoryID,Description,City,Street,opening_hours,street_address,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,ratings,Comments
342,Wall_5381,Toilette Transvaalstr. (Plötzensee/Volkspark Rehberge) (ex. Dohnagestell / Plötzensee),Berlin,Dohnagestell (0-24 Uhr),0:00-24:00,Dohnagestell ,13351,Deutschland,13.3299722222222,52.5467222222222,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
203,Wall_123365,"Wall CT, Weiskopffstr.",Berlin,Weiskopffstr. ggü. 12 (0-24 Uhr),0:00-24:00,Weiskopffstr. ggü. 12 ,12459,Deutschland,13.5417987687468,52.4577762018818,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
64,Wall_120211,"Wall CT, Priesterweg",Berlin,Priesterweg S-Bahnhof (0-24 Uhr),0:00-24:00,Priesterweg S-Bahnhof ,12157,Deutschland,13.355711,52.459251,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
98,Wall_120512,"Wall CT, Hranitzkistr.",Berlin,Hranitzkistr.   (0-24 Uhr),0:00-24:00,Hranitzkistr.   ,12277,Deutschland,13.3710977471902,52.4225198402077,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
54,Wall_120190,"Wall CT, Platz der Vereinten Nationen, Landsberger Allee",Berlin,"Platz der Vereinten Nationen, Landsberger Allee   (0-24 Uhr)",0:00-24:00,"Platz der Vereinten Nationen, Landsberger Allee   ",10249,Deutschland,13.4329856332671,52.5235085677499,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
108,Wall_120747,"Wall CT, Wernsdorfer Str.",Berlin,Wernsdorfer Str. ggü. 1 (0-24 Uhr),0:00-24:00,Wernsdorfer Str. ggü. 1 ,12527,Deutschland,13.6493298625,52.3758170027,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
85,Wall_120449,"Wall CT, Goerzallee",Berlin,Goerzallee 1-3 (0-24 Uhr),0:00-24:00,Goerzallee 1-3 ,12207,Deutschland,13.3093156903864,52.4309018915121,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
236,Wall_123524,"Wall CT, Freizeitpark Tegel an der Malche, Campestr. ",Berlin,"Freizeitpark Tegel an der Malche, Campestr.  hinter 11 (0-24 Uhr)",0:00-24:00,"Freizeitpark Tegel an der Malche, Campestr.  hinter 11 ",13507,Deutschland,13.269153981268,52.5926752474714,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
58,Wall_120205,"Wall CT, Grellstr.",Berlin,Grellstr. 39 (0-24 Uhr),0:00-24:00,Grellstr. 39 ,10409,Deutschland,13.4382226755741,52.5414832231387,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
252,Wall_123902,"Wall CT, Lietzenseepark, Kaiserdamm",Berlin,"Lietzenseepark, Kaiserdamm ggü. 8 (0-24 Uhr)",0:00-24:00,"Lietzenseepark, Kaiserdamm ggü. 8 ",14057,Deutschland,13.2909287253553,52.5102541197335,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
117,Wall_120761,"Wall CT, Roedernstr.",Berlin,Roedernstr.   (0-24 Uhr),0:00-24:00,Roedernstr.   ,12623,Deutschland,13.6011724568,52.4825517916,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
204,Wall_123366,"Wall CT, Ottomar-Geschke-Str.",Berlin,Ottomar-Geschke-Str. ggü. 49 (0-24 Uhr),0:00-24:00,Ottomar-Geschke-Str. ggü. 49 ,12555,Deutschland,13.5628400782931,52.4464949716756,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
119,Wall_120763,"Wall CT, Helene-Weigel-Platz",Berlin,Helene-Weigel-Platz 4 (0-24 Uhr),0:00-24:00,Helene-Weigel-Platz 4 ,12681,Deutschland,13.5380301295883,52.5279683889736,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
53,Wall_120189,"Wall CT, Görlitzer Park, Wiener Str.",Berlin,"Görlitzer Park, Wiener Str. 59A (0-24 Uhr)",0:00-24:00,"Görlitzer Park, Wiener Str. 59A ",10999,Deutschland,13.4391568914807,52.4950580656832,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
73,Wall_120225,"Wall CT, Wilhelminenhofstr.",Berlin,Wilhelminenhofstr. 54 (0-24 Uhr),0:00-24:00,Wilhelminenhofstr. 54 ,12459,Deutschland,13.5266717549591,52.4585928594435,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
212,Wall_123395,"Wall CT, Am Tierpark",Berlin,Am Tierpark 72 (0-24 Uhr),0:00-24:00,Am Tierpark 72 ,10319,Deutschland,13.5227291739323,52.4974583856643,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
146,Wall_122523,"Wall CT, Am Treptower Park",Berlin,Am Treptower Park ggü. 31-32 (0-24 Uhr),0:00-24:00,Am Treptower Park ggü. 31-32 ,12435,Deutschland,13.464374587928,52.4874667583911,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
5,Wall_116747,"Wall CT, Dubliner Str.",Berlin,Dubliner Str.   (0-24 Uhr),0:00-24:00,Dubliner Str.   ,13349,Deutschland,13.3467597533333,52.5605417184784,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
210,Wall_123393,"Wall CT, Storkower Str.",Berlin,Storkower Str. 207A (0-24 Uhr),0:00-24:00,Storkower Str. 207A ,10369,Deutschland,13.4655294418335,52.5243949890137,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
216,Wall_123422,"Wall CT, Steinbergpark, Waidmannsluster Damm",Berlin,"Steinbergpark, Waidmannsluster Damm ggü. 85 (0-24 Uhr)",0:00-24:00,"Steinbergpark, Waidmannsluster Damm ggü. 85 ",13469,Deutschland,13.3059767323998,52.6017976809476,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
80,Wall_120407,"Wall CT, Seddiner Str.",Berlin,Seddiner Str. 22 (0-24 Uhr),0:00-24:00,Seddiner Str. 22 ,10315,Deutschland,13.5208341459128,52.5135019050001,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
284,Wall_124690,"Wall CT, Egon-Erwin-Kisch-Str.",Berlin,Egon-Erwin-Kisch-Str. vor 106 (0-24 Uhr),0:00-24:00,Egon-Erwin-Kisch-Str. vor 106 ,13059,Deutschland,13.5134186492035,52.5677931494833,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
22,Wall_119997,"Wall CT, Am Märchenbrunnen, Friedenstr.",Berlin,"Am Märchenbrunnen, Friedenstr. ggü. 4 (0-24 Uhr)",0:00-24:00,"Am Märchenbrunnen, Friedenstr. ggü. 4 ",10249,Deutschland,13.4273933717382,52.5271156463647,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
267,Wall_124362,"Wall CT, Heinrich-Heine-Str.",Berlin,Heinrich-Heine-Str. 16 (0-24 Uhr),0:00-24:00,Heinrich-Heine-Str. 16 ,10179,Deutschland,13.4139043287576,52.5082658170487,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
125,Wall_121087,"Wall CT, Wiltbergstr.",Berlin,Wiltbergstr. 19 (0-24 Uhr),0:00-24:00,Wiltbergstr. 19 ,13125,Deutschland,13.494606453114,52.6356555785213,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
265,Wall_124145,"Wall CT, Schönagelstr.",Berlin,Schönagelstr. (0-24 Uhr),0:00-24:00,Schönagelstr. ,12679,Deutschland,13.5701669923751,52.5485198695108,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,11,
46,Wall_120021,"Wall CT, Leonorenstr.",Berlin,Leonorenstr. ggü. 67 (0-24 Uhr),0:00-24:00,Leonorenstr. ggü. 67 ,12247,Deutschland,13.3431152369142,52.4389576397892,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
91,Wall_120494,"Wall CT, Schloßstr.",Berlin,Schloßstr. ggü. 33-35 (0-24 Uhr),0:00-24:00,Schloßstr. ggü. 33-35 ,12163,Deutschland,13.3214325154,52.457269514,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,11,
426,Fremd_178,"Toilette Friedhof Grünau, Wartebereich",Berlin,"Friedhof Grünau, Wartebereich",,"Friedhof Grünau, Wartebereich",12527 ,Deutschland,13.59039,52.40715,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,10,
320,Wall_5355,Toilette Anlegestelle Wannsee (hi. Kronprinzessinenweg),Berlin,"Wannsee , Rönnebypromenade (07-22 Uhr)",07:00-22:00,"Wannsee , Rönnebypromenade ",14109,Deutschland,13.1762222222222,52.4214722222222,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,10,
408,Fremd_161,Toilette BDG  Strelitzstraße 15/17 / Machonstraße 10105 Berlin,Berlin,BDG  Strelitzstraße 15/17 / Machonstraße 10105 Berlin,,BDG  Strelitzstraße 15/17 / Machonstraße 10105 Berlin,10105,Deutschland,13.3830634293998,52.4493237907658,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,10,
427,Fremd_179,"Toilette Friedhof Grünau öffentlich, Rabindranath-Tagore-Straße 18-20, 12527 Berlin",Berlin,"Friedhof Grünau öffentlich, Rabindranath-Tagore-Straße 18-20, 12527 Berlin",,"Friedhof Grünau öffentlich, Rabindranath-Tagore-Straße 18-20, 12527 Berlin",12527,Deutschland,13.59041,52.40732,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,10,
438,Fremd_8,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,10965,Deutschland,13.40995,52.4794,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,10,
314,Wall_5348,Toilette Breite Str.,Berlin,"Spandauer Markt , Markt 5 (7-22 Uhr)",7:00-22:00,"Spandauer Markt , Markt 5 ",13597,Deutschland,13.2050277777778,52.5368611111111,Yes,Yes,"0,20",No,No,No,No/Unknown,WC-Center,No,10,
412,Fremd_165,"Toilette Rathaus Neue Krugallee 4,12435 Berlin",Berlin,"Rathaus Neue Krugallee 4,12435 Berlin",,"Rathaus Neue Krugallee 4,12435 Berlin",12435,Deutschland,13.480269350458,52.4835112715184,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,10,
291,Wall_3389,"Wall CT, Unter den Linden",Berlin,Unter den Linden 76 (0-24 Uhr),0:00-24:00,Unter den Linden 76 ,10117,Deutschland,13.3812694549561,52.5166091918945,Yes,Yes,"0,50",Yes,No,No,No/Unknown,City Toilette,No,9,
296,Wall_34524,Toilette U-Bhf. Olympia-Stadion,Berlin,Rossitter Platz (bei Veranst.),,Rossitter Platz ,14053,Deutschland,13.24938,52.51746,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
294,Wall_34522,Toilette Coubertinplatz,Berlin,Trakehner Allee hinter ggü. 7 (bei Veranst.),,Trakehner Allee hinter ggü. 7 ,14053,Deutschland,13.240781,52.5121801,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
423,Fremd_175,"Toilette Müggelheimer Str. 1, 12555 Berlin",Berlin,"Müggelheimer Str. 1, 12555 Berlin",,"Müggelheimer Str. 1, 12555 Berlin",12555,Deutschland,13.5749493222664,52.4440958254491,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
292,Wall_34518,Toilette Gutsmuthsweg,Berlin,Trakehner Allee vor ggü. 3 (bei Veranst.),,Trakehner Allee vor ggü. 3 ,14053,Deutschland,13.2435201,52.512991,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
299,Wall_5331,Toilette Joachimsthaler Str.,Berlin,"Joachimsthaler Platz, Kurfürstendamm 226 (7-22 Uhr)",7:00-22:00,"Joachimsthaler Platz, Kurfürstendamm 226 ",10719,Deutschland,13.3308611111111,52.5033333333333,Yes,No,"0,50",No,No,No,No/Unknown,WC-Center,No,8,
13,Wall_119671,Toilette  ,Berlin,"S Bhf. Treptower Park, Stern und Kreisschiffahrt/Puschkinallee 15  (7-22 Uhr)",7:00-22:00,"S Bhf. Treptower Park, Stern und Kreisschiffahrt/Puschkinallee 15  ",12435,Deutschland,13.4633458852759,52.4934218571887,Yes,No,"0,50",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
2,Wall_115753,Toilette Am Kiesteich 50,Berlin,Spektepark   (0-24 Uhr),0:00-24:00,Spektepark   ,13589,Deutschland,13.1648593254089,52.5488398803196,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
321,Wall_5356,Toilette Arndtstr.,Berlin,Chamissoplatz 1 (0-24 Uhr),0:00-24:00,Chamissoplatz 1 ,10965,Deutschland,13.3909027777778,52.4885277777778,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
400,Fremd_154,"Toilette Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",Berlin,"Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",,Königin-Luise-Str. 57 ,14195,Deutschland,13.2861241807067,52.4588973045787,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
329,Wall_5365,Toilette Scholzplatz stew. (ex. Scholzplatz),Berlin,Heerstr. (0-24 Uhr),0:00-24:00,Heerstr. ,14055,Deutschland,13.2276388888889,52.5065,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
311,Wall_5345,Toilette Quellweg,Berlin,"Jugendplatz , Jugendweg (0-24 Uhr)",0:00-24:00,"Jugendplatz , Jugendweg ",13629,Deutschland,13.2698888888889,52.5378472222222,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
327,Wall_5363,Toilette Oldenburger Str.,Berlin,"Unionplatz , Siemensstr. (0-24 Uhr)",0:00-24:00,"Unionplatz , Siemensstr. ",10551,Deutschland,13.3367777777778,52.5332222222222,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
387,Fremd_142,Toilette Franz-Neumann-Platz,Berlin,Franz-Neumann-Platz,,Franz-Neumann-Platz,13409 ,Deutschland,13.3649827687079,52.563092080077,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
324,Wall_5360,Toilette Schloßstr.,Berlin,Berliner Str. 105-106 (0-24 Uhr),0:00-24:00,Berliner Str. 105-106 ,13507,Deutschland,13.283026,52.590697,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
375,Fremd_130,Toilette Friedhof Lilienthalstraße - Lilienthalstraße 7,Berlin,Friedhof Lilienthalstraße - Lilienthalstraße 7,,Friedhof Lilienthalstraße - Lilienthalstraße 7,10965 ,Deutschland,13.4083137021765,52.486669230614,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
356,Wall_54774,Toilette Dr.-Kleusberg-Promenade,Berlin,Scharfe Lanke ggü. 133 B (0-24 Uhr),0:00-24:00,Scharfe Lanke ggü. 133 B ,13589,Deutschland,13.18521,52.50165,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
323,Wall_5359,Toilette Fellbacher Str.,Berlin,"Fellbacher Platz , Heinsestr. (0-24 Uhr)",0:00-24:00,"Fellbacher Platz , Heinsestr. ",13467,Deutschland,13.3076111111111,52.6161388888889,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
328,Wall_5364,Toilette Kiautschoustr.,Berlin,"Pekinger Platz , Nordufer (0-24 Uhr)",0:00-24:00,"Pekinger Platz , Nordufer ",13353,Deutschland,13.35325,52.5399027777778,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,8,
383,Fremd_138,Toilette Friedhof Rudow - Köpenicker Straße 131,Berlin,Friedhof Rudow - Köpenicker Straße 131,,Friedhof Rudow - Köpenicker Straße 131,12355 ,Deutschland,13.5039574900312,52.4209827871531,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
304,Wall_5338,Toilette Spielplatz,Berlin,Viktoriapark (0-24 Uhr),0:00-24:00,Viktoriapark ,10965,Deutschland,13.3778611111111,52.4875,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
330,Wall_5366,Toilette Wilmersdorfer Str. staw. (Parkplatz),Berlin,Schillerstr. (0-24 Uhr),0:00-24:00,Schillerstr. ,10625,Deutschland,13.3067361111111,52.5101666666667,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
331,Wall_5367,Toilette Haus Nr. 63-65 (Badestelle Saatwinkel) (ex. Saatwinkel),Berlin,Im Saatwinkel (0-24 Uhr),0:00-24:00,Im Saatwinkel ,13599,Deutschland,13.2465277777778,52.5616666666667,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,8,
413,Fremd_166,"Toilette Friedhof Baumschulenweg Warteraum, Kiefholzstraße 221-228, 12437 Berlin",Berlin,"Friedhof Baumschulenweg Warteraum, Kiefholzstraße 221-228, 12437 Berlin",,"Friedhof Baumschulenweg Warteraum, Kiefholzstraße 221-228, 12437 Berlin",12437,Deutschland,13.49343,52.46053,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
360,Fremd_117,Toilette Friedhof Ruhleben (altes Verwaltungsgebäude),Berlin,Friedhof Ruhleben (altes Verwaltungsgebäude),,Friedhof Ruhleben ,13597,Deutschland,13.23108,52.525284,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,8,
420,Fremd_172,"Toilette Friedhof Adlershof, Friedlander Straße 156, 12489 Berlin",Berlin,"Friedhof Adlershof, Friedlander Straße 156, 12489 Berlin",,"Friedhof Adlershof, Friedlander Straße 156, 12489 Berlin",12489,Deutschland,13.54731,52.44318,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,6,
415,Fremd_168,"Toilette Bürgeramt Michael-Brückner-Str. 1, 12439 Berlin",Berlin,"Bürgeramt Michael-Brückner-Str. 1, 12439 Berlin",,"Bürgeramt Michael-Brückner-Str. 1, 12439 Berlin",12439,Deutschland,13.510797028292,52.4562019343766,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,6,
310,Wall_5344,Toilette Burscheider Weg,Berlin,Haselhorster Damm 23 (0-24 Uhr),0:00-24:00,Haselhorster Damm 23 ,13599,Deutschland,13.2382777777778,52.5444722222222,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,6,
411,Fremd_164,"Toilette Gemeinschaftshaus Lichtenrade Barnetstraße 11, 12305 Berlin",Berlin,"Gemeinschaftshaus Lichtenrade Barnetstraße 11, 12305 Berlin",,"Gemeinschaftshaus Lichtenrade Barnetstraße 11, 12305 Berlin",12305,Deutschland,13.4055541117744,52.3943384481725,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,6,
306,Wall_5340,Toilette Spandauer Str. (ggü. Nikolaiviertel),Berlin,Rathausstr. ggü. 17 (10-18 Uhr),10:00-18:00,Rathausstr. ggü. 17 ,10178,Deutschland,13.4064166666667,52.5184722222222,Yes,Yes,"0,50",No,No,No,No/Unknown,WC-Center,No,6,
10,Wall_11952,Toilette Rüdesheimer Str.,Berlin,Rüdesheimer Platz 6 (0-24 Uhr),0:00-24:00,Rüdesheimer Platz 6 ,14197,Deutschland,13.314755,52.473363,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,4,
380,Fremd_135,Toilette Parkfriedhof Neukölln - Buckower Damm 148,Berlin,Parkfriedhof Neukölln - Buckower Damm 148,,Parkfriedhof Neukölln - Buckower Damm 148,12349 ,Deutschland,13.4325483478993,52.4311522292827,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
12,Wall_119670,Toilette Bulgarische Str.,Berlin,"Treptower Park, Weltspielplatz/Alt-Treptow   (7-22 Uhr)",7:00-22:00,"Treptower Park, Weltspielplatz/Alt-Treptow   ",12435,Deutschland,13.4800560474389,52.4855187228924,Yes,No,"0,50",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
219,Wall_123452,Toilette Eingang Danziger Str./Paul-Heyse-Str.,Berlin,"Volkspark Friedrichshain, Neuer Hain   (0-24 Uhr)",0:00-24:00,"Volkspark Friedrichshain, Neuer Hain   ",10245,Deutschland,13.4435442644645,52.52926371287,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
333,Wall_5369,Toilette Zufahrt Insel Scharfenberg/Freibad Tegeler See (ex. Strandbad Tegel),Berlin,Schwarzer Weg (0-24 Uhr),0:00-24:00,Schwarzer Weg ,13505,Deutschland,13.2432222222222,52.576,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
367,Fremd_123,Toilette Rummelsburger Bucht,Berlin,Rummelsburger Bucht,,Rummelsburger Bucht,10317 ,Deutschland,13.4810596008142,52.4955882745094,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
301,Wall_5333,Toilette Glockenturmstr. 1,Berlin,"Waldbühne/Maifeld, Passenheimer Str. (bei Veranst.)",,"Waldbühne/Maifeld, Passenheimer Str. ",14053,Deutschland,13.2306388888889,52.5136111111111,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
382,Fremd_137,Toilette Café im Park am Buschkrug,Berlin,Café im Park am Buschkrug,,Café im Park am Buschkrug,12359 ,Deutschland,13.4511717779569,52.4538987930298,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
439,Fremd_9,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,10965,Deutschland,13.40423,52.4817,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
351,Wall_5390,Toilette Heuweg (Wasserrettungsstation Alter Hof/Jagen 95),Berlin,Uferpromenade (0-24 Uhr),0:00-24:00,Uferpromenade ,14109,Deutschland,13.1432222222222,52.4324166666667,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
350,Wall_5389,Toilette Pfaueninselchaussee (Wasserrettungsstation Jagen 97),Berlin,Uferpromenade (0-24 Uhr),0:00-24:00,Uferpromenade ,14109,Deutschland,13.1294166666667,52.4293888888889,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
307,Wall_5341,Toilette Gutschmidtstr. (am U-Bhf.),Berlin,"Britz-Süd , Fritz-Reuter-Allee (7-22 Uhr)",7:00-22:00,"Britz-Süd , Fritz-Reuter-Allee ",12359,Deutschland,13.4473888888889,52.4373611111111,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
340,Wall_5378,Toilette Tiergarten-Unterschleuse (ex. Tiergarten Schleuse),Berlin,"Großer Tiergarten , Tiergartenufer (0-24 Uhr)",0:00-24:00,"Großer Tiergarten , Tiergartenufer ",10787,Deutschland,13.3367222222222,52.5126111111111,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
397,Fremd_151,Toilette Pfaueninselchaussee Rettungsstation Jagen 97,Berlin,Pfaueninselchaussee Rettungsstation Jagen 97,,Pfaueninselchaussee Rettungsstation Jagen 97,14109,Deutschland,13.21491,52.44044,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
429,Fremd_180,"Toilette Friedhof Müggelheim, Gosener Landstraße 1 / Im Jagen 127, 12559 Berlin",Berlin,"Friedhof Müggelheim, Gosener Landstraße 1 / Im Jagen 127, 12559 Berlin",,"Friedhof Müggelheim, Gosener Landstraße 1 / Im Jagen 127, 12559 Berlin",12559,Deutschland,13.6750723498511,52.4066289464557,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
399,Fremd_153,"Toilette Friedenstr. 8-10, 14109 Berlin",Berlin,"Friedenstr. 8-10, 14109 Berlin",,"Friedenstr. 8-10, 14109 Berlin",14109,Deutschland,13.1416478927897,52.4136329302284,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
425,Fremd_177,"Toilette Mittelpunktsbibliothek Alter Markt 2, 12555 Berlin",Berlin,"Mittelpunktsbibliothek Alter Markt 2, 12555 Berlin",,"Mittelpunktsbibliothek Alter Markt 2, 12555 Berlin",12555,Deutschland,13.5845149097573,52.4466969723662,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
300,Wall_5332,Toilette Olympischer Platz,Berlin,"Olympiastadion, Gutsmuthsweg (bei Veranst.)",,"Olympiastadion, Gutsmuthsweg ",14053,Deutschland,13.2440277777778,52.5142222222222,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,4,
416,Fremd_169,"Toilette Mittelpunktbibliothek Michael-Brückner-Str. 9, 12439 Berlin",Berlin,"Mittelpunktbibliothek Michael-Brückner-Str. 9, 12439 Berlin",,"Mittelpunktbibliothek Michael-Brückner-Str. 9, 12439 Berlin",12439,Deutschland,13.5142103972727,52.4539572010694,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
390,Fremd_145,Toilette Landhausgarten Fraenkel,Berlin,Landhausgarten Fraenkel,,Landhausgarten Fraenkel,14089,Deutschland,13.3607667983602,52.4292302962647,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,4,
